1723,Twilight,Stephenie Meyer,2005
1724,The Golden Apples,Eudora Welty,1949
1725,A Home at the End of the World,Michael Cunningham,1990
1726,Furor and Mystery,René Char,1948
1727,The Ruins,Scott Smith,2006
1728,"Everything Ravaged, Everything Burned",Wells Tower,2009
1729,That They May Face the Rising Sun,John McGahern,2001
1730,Close Range: Wyoming Stories,Annie Proulx,1999
1731,No Orchids for Miss Blandish,James Hadley Chase,1939
1732,Blake and Mortimer,Edgar P. Jacobs,1946
1733,Unless,Carol Shields,2002
1734,Second Thoughts,Michel Butor,1957
1735,Presumed Innocent,Scott Turow,1987
1736,District and Circle,Seamus Heaney,2006
1737,The Last Gentleman,Walker Percy,1966
1738,The Burden of Our Time,Hannah Arendt,1951
1739,The Carhullan Army,Sarah Hall,2007
1740,Kaaterskill Falls,Allegra Goodman,1998
1741,The Rosy Crucifixion,Henry Miller,1949
1742,The Emperor's Babe,Bernardine Evaristo,2001
1743,Amers,Saint-John Perse,1957
1744,Gaston,André Franquin,1957
1745,The Lost Leader,Mick Imlah,2008
1746,Practical Magic,Alice Hoffman,1996
1747,The Position,Meg Wolitzer,2005
1748,English Passengers,Matthew Kneale,2000
1749,The Destiny Waltz,Gerda Charles,1971
1750,The Gathering,Anne Enright,2006
1751,The Terror,Dan Simmons,2007
1752,"How Late It Was, How Late",James Kelman,1994
1753,Holiday,Stanley Middleton,1974
1754,Saturday,Ian McEwan,2005
1755,Injury Time,Beryl Bainbridge,1977
1756,Ceremony,Leslie Marmon Silko,1977
1757,The Able McLaughlins,Margaret Wilson,1923
1758,Samuel Pepys: The Unequalled Self,Claire Tomalin,2002
1759,Speedboat,Renata Adler,1976
1760,So Big,Edna Ferber,1924
1761,Offshore,Penelope Fitzgerald,1979
1762,Postcards,E. Annie Proulx,1992
1763,Behind of the Scenes at the Museum,Kate Atkinson,1995
1764,Flowering Judas and Other Stories,Katherine Anne Porter,1930
1765,The Love of a Good Woman,Alice Munro,1998
1766,Something to Answer For,P. H. Newby,1969
1767,The Chymical Wedding,Lindsay Clarke,1989
1768,Alice Adams,Booth Tarkington,1921
1769,Lord of Misrule: The Morganville Vampires,Rachel Caine,2010
1770,Kate Vaiden,Reynolds Price,1986
1771,Being Dead,Jim Crace,1999
1772,Philadelphia fire,John Edgar Wideman,1990
1773,Music and Silence,Rose Tremain,1999
1774,The Edge of Sadness, Edwin O'Connor,1961
1775,The Chip Chip Gatherers,Shiva Naipaul,1973
1776,His Family,Ernest Poole,1917
1777,The Elected Member,Bernice Rubens,1969
1778,Seaview,Toby Olson,1983
1779,Foreign Affairs,Alison Lurie,1984
1780,Bad Behavior: Stories,Mary Gaitskill,1988
1781,Sacred Hunger,Barry Unsworth,1992
1782,A Frolic of His Own,William Gaddis,1994
1783,Swing Hammer Swing!,Jeff Torrington,1992
1784,In America,Susan Sontag,1999
1785,In This Our Life,Ellen Glasgow,1941
1786,The Conservationist,Nadine Gordimer,1974
1787,Kruger's Alp,Christopher Hope,1984
1788,Lamb in His Bosom,Caroline Miller,1933
1789,Years of Grace,Margaret Ayer Barnes,1930
1790,The Barracks Thief,Tobias Wolff,1984
1791,A Good Scent from a Strange Mountain,Robert Olen Butler,1992
1792,The Children of Dynmouth,William Trevor,1976
1793,Paris Trout,Pete Dexter,1987
1794,Shadow Country,Peter Matthiessen,2008
1795,The Bird of Night,Susan Hill,1972
1796,Dragon's Teeth,Upton Sinclair,1942
1797,The Luminaries,Eleanor Catton,2013
1798,Motherless Brooklyn,Jonathan Lethem,1999
1799,A Bell for Adano,John Hersey,1944
1800,The Spectator Bird,Wallace Stegner,1976
1801,March,Geraldine Brooks,2005
1802,The Art of Fielding,Chad Harbach,2011
1803,Breathing Lessons,Anne Tyler,1988
1804,The Bear Comes Home,Rafi Zabor,1997
1805,The Great Man,Kate Christensen,2007
1806,Everyman,Philip Roth,2006
1807,The Story Of Edgar Sawtelle,David Wroblewski,2008
1808,Home to Harlem,Claude McKay,1928
1809,One of Ours,Willa Cather,1922
1810,Building Stories,Chris Ware,2012
1811,The Way West,"A. B. Guthrie, Jr.",1949
1812,Day,A.L. Kennedy,2007
1813,Spies,Michael Frayn,2002
1814,Saville,David Storey,1976
1815,The Spirit Level,Seamus Heaney,1996
1816,Soldiers in Hiding,Richard Wiley,1987
1817,Mao II,Don DeLillo,1991
1818,Ship Fever and Other Stories,Andrea Barrett,1995
1819,The Comforts of Madness,Paul Sayer,1988
1820,George Mills,Stanley Elkin,1982
1821,Mrs. Ted Bliss,Stanley Elkin,1995
1822,City of Glass,Paul Auster,1985
1823,Felicia's Journey,William Trevor,1994
1824,The Hand That First Held Mine,Maggie O'Farrell,2010
1825,The Reivers,William Faulkner,1963
1826,Birthday Letters,Ted Hughes,1998
1827,Scarlet Sister Mary,Julia Peterkin,1928
1828,Airships,Barry Hannah,1978
1829,Paco's Story,Larry Heinemann,1986
1830,The Caprices,Sabina Murray,2003
1831,Elegies,Douglas Dunn,1985
1832,Hopeful Monsters,Nicholas Mosley,1990
1833,Geek Love: A Novel,Katherine Dunn,1989
1834,The Flamethrowers: A Novel,Rachel Kushner,2013
1835,Theory of War,Joan Brady,1993
1836,Victory Over Japan: A Book of Stories,Ellen Gilchrist,1983
1837,Now in November,Josephine Winslow Johnson,1934
1838,Honey in the Horn,Harold L. Davis,1935
1839,The Old Devils,Kingsley Amis,1986
1840,The Field of Vision,Wright Morris,1956
1841,Outside Over There,Maurice Sendak,1981
1842,The Round House,Louise Erdrich,2012
1843,The Middleman and Other Stories,Bharati Mukherjee,1988
1844,Magic for Beginners,Kelly Link,2005
1845,Rites of Passage,William Golding,1980
1846,Vernon God Little,DBC Pierre,2003
1847,The Finkler Question: A Novel,Howard Jacobson,2010
1848,Restless,William Boyd,2006
1849,Sent for You Yesterday,John Edgar Wideman,1983
1850,Spartina,John Casey,1988
1851,Steps,Jerzy Kosinski,1968
1852,How the Garcia Girls Lost Their Accents,Julia Alvarez,1991
1853,Quarantine,Jim Crace,1997
1854,War Trash,Ha Jin,2004
1855,The Queen of the Tambourine,Jane Gardam,1991
1856,"Brown Girl, Brownstones",Paule Marshall,1959
1857,Autobiography of an Ex-Colored Man,James Weldon Johnson,1912
1858,The Sea,John Banville,2005
1859,Carter Beats The Devil,Glen David Gold,2001
1860,The Child in Time,Ian McEwan,1987
1861,Staying On,Paul Scott,1977
1862,Maggie: A Girl of the Streets,Stephen Crane,1893
1863,Leading the Cheers,Justin Cartwright,1998
1864,Ten North Frederick,John O'Hara,1955
1865,Tinkers,Paul Harding,2009
1866,The Late George Apley,John P. Marquand,1937
1867,Moon Tiger,Penelope Lively,1987
1868,How German Is It,Walter Abish,1981
1869,How Far Can You Go?,David Lodge,1980
1870,Charming Billy,Alice McDermott,1997
1871,The Town,Conrad Richter,1950
1872,Twelve Bar Blues,Patrick Neate,2001
1873,Fools of Fortune,William Trevor,1983
1874,Silver City,Maurice Leitch,1981
1875,Dusk,James Salter,1989
1876,The Dispossessed,Ursula K. Le Guin,1974
1877,The Echo Maker,Richard Powers,2006
1878,G.,John Berger,1972
1879,Heat and Dust,Ruth Prawer Jhabvala,1975
1880,A Summons to Memphis,Peter Taylor,1986
1881,The Tenderness of Wolves,Stef Penney,2006
1882,Landing Light,Don Paterson,2003
1883,The Time Traveler's Wife,Audrey Niffenegger,2003
1884,The Good Lord Bird: A Novel,James McBride,2013
1885,J R,William Gaddis,1975
1886,The Store,Thomas Sigismund Stribling,1932
1887,The Sacred and Profane Love Machine,Iris Murdoch,1974
1888,Elbow Room,James Alan McPherson,1977
1889,Blood Tie,Mary Lee Settle,1977
1890,Journey in the Dark,Martin Flavin,1943
1891,Laughing Boy,Oliver La Farge,1929
1892,The Eighth Day,Thornton Wilder,1967
1893,Every Man for Himself,Beryl Bainbridge,1996
1894,Binocular Vision,Edith Pearlman,2011
1895,The Travels of Jaimie McPheeters,Robert Lewis Taylor,544
1896,Pure,Andrew Miller,2011
1897,Guard of Honor,James Gould Cozzens,1948
1898,Docherty,William McIlvanney,1975
1899,The Old Jest,Jennifer Johnston,1979
1900,Picture Palace,Paul Theroux,1978
1901,The Shawl,Cynthia Ozick,1989
1902,Poor Things,Alasdair Gray,1992
1903,The Waters of Kronos,Conrad Richter,1960
1904,October Light,John Gardner,1976
1905,Extremely Loud and Incredibly Close,Jonathan Safran Foer,2005
1906,The Goldfinch,Donna Tartt,2013
1907,Early Autumn,Louis Bromfield,1926
1908,The Hair of Harold Roux,Thomas Williams,1974
1909,The Centaur,John Updike,1963
1910,The Ice Storm: A Novel,Rick Moody,1994
1911,Middle Passage,Charles R. Johnson,1990
1912,The Mambo Kings Play Songs of Love,Oscar Hijuelos,1989
1913,The Keepers of the House,Shirley Ann Grau,1964
1914,The Year of the French,Thomas Flanagan,1979
1915,The Old Forest,Peter Taylor,1986
1916,Young Shoulders,John Wain,1982
1917,Martin Dressler: The Tale of an American Dreamer,Steven Millhauser,1996
1918,Advise and Consent,Allen Drury,1959
1919,Jonathan Strange and Mr Norrell,Susanna Clarke ,2004
1920,Olive Kitteridge,Elizabeth Strout,2008
1921,Three Junes,Julia Glass,2002
1922,The Epicure's Lament,Kate Christensen,2004
1923,The News from Paraguay,Lily Tuck,2004
1924,In a Free State,V. S. Naipaul,1971
1925,The Caine Mutiny,Herman Wouk,1951
1926,A Crown of Feathers and Other Stories,Isaac Bashevis Singer,1973
1927,Plains Song,Wright Morris,1980
1928,Dangerous Laughter,Steven Millhauser,2008
,Plays,Pierre Corneille,1684
,The Complete Plays of Jean Racine,Jean Racine,1699
,The Works of Moliere,Molière,1673
,The Human Comedy,Honoré de Balzac,1845
,Selected Plays of Henrick Ibsen,Henrik Ibsen,1906
,Selected Plays of George Bernard Shaw,George Bernard Shaw,1950
,Meghadūta,Kālidāsa,350
,The Deptford Trilogy,Robertson Davies,1970
,The Chronicles of Narnia,C. S. Lewis,1950
,The Forsyte Saga,John Galsworthy,1922
