id,title,author,avg_rating,ratings,url,img,pages,year
277,"Auden Poems, Moore Lithographs: An Exhibition of a Book Dedicated by Henry Moore to W.H. Auden with Related Drawings",W.H. Auden,0.00,0,/book/show/5451483-auden-poems-moore-lithographs,,48,1930
278,A Midsummer Night's Dream,William Shakespeare,3.94,"327,426",/book/show/1622.A_Midsummer_Night_s_Dream,https://d2arxad8u2l0g7.cloudfront.net/books/1327874534l/1622.jpg,204,1596
279,The Prelude,William Wordsworth,3.86,"2,484",/book/show/865350.The_Prelude,https://d2arxad8u2l0g7.cloudfront.net/books/1388659471l/865350.jpg,704,1850
280,The Confusions of Young Törless,Robert Musil,3.77,"4,074",/book/show/29718.The_Confusions_of_Young_T_rless,https://d2arxad8u2l0g7.cloudfront.net/books/1309376853l/29718.jpg,176,1906
281,The Mayor of Casterbridge,Thomas Hardy,3.78,"39,848",/book/show/56759.The_Mayor_of_Casterbridge,https://d2arxad8u2l0g7.cloudfront.net/books/1388276915l/56759.jpg,445,1886
282,The Stand,Stephen King,4.33,"423,026",/book/show/149267.The_Stand,https://d2arxad8u2l0g7.cloudfront.net/books/1213131305l/149267.jpg,1153,1978
283,"Winesburg, Ohio",Sherwood Anderson,3.83,"22,744",/book/show/80176.Winesburg_Ohio,https://d2arxad8u2l0g7.cloudfront.net/books/1391639013l/80176.jpg,240,1919
284,Cloud Atlas,David Mitchell,4.01,"156,474",/book/show/49628.Cloud_Atlas,https://d2arxad8u2l0g7.cloudfront.net/books/1406383769l/49628.jpg,509,2004
285,"Los siete locos (Los siete locos, #1)",Roberto Arlt,3.90,"1,381",/book/show/214693.Los_siete_locos,https://d2arxad8u2l0g7.cloudfront.net/books/1172769477l/214693.jpg,256,1929
286,Uncle Tom's Cabin,Harriet Beecher Stowe,3.81,"142,045",/book/show/46787.Uncle_Tom_s_Cabin,https://d2arxad8u2l0g7.cloudfront.net/books/1414349231l/46787.jpg,438,1852
287,The Bonfire of the Vanities,Tom Wolfe,3.80,"52,147",/book/show/2666.The_Bonfire_of_the_Vanities,https://d2arxad8u2l0g7.cloudfront.net/books/1389856895l/2666.jpg,690,1987
288,The Poems of François Villon,François Villon,4.17,"1,028",/book/show/97393.The_Poems_of_Fran_ois_Villon,https://d2arxad8u2l0g7.cloudfront.net/books/1347717464l/97393.jpg,270,1463
